,Date,Close,SMA12,SMA26
0,2014-09-29,7958.899901999999,7878.366658416667,8058.180795461538
1,2014-09-30,7964.799805,7878.366658416667,8058.180795461538
2,2014-10-01,7945.549805,7878.366658416667,8058.180795461538
3,2014-10-07,7852.399901999999,7878.366658416667,8058.180795461538
4,2014-10-08,7842.700195,7878.366658416667,8058.180795461538
5,2014-10-09,7960.549805,7878.366658416667,8058.180795461538
6,2014-10-10,7859.950195,7878.366658416667,8058.180795461538
7,2014-10-13,7884.25,7878.366658416667,8058.180795461538
8,2014-10-14,7864.0,7878.366658416667,8058.180795461538
10,2014-10-16,7748.200195,7878.366658416667,8058.180795461538
11,2014-10-17,7779.700195,7878.366658416667,8058.180795461538
12,2014-10-20,7879.399901999999,7878.366658416667,8058.180795461538
13,2014-10-21,7927.75,7875.77083325,8058.180795461538
14,2014-10-22,7995.899901999999,7878.362507999999,8058.180795461538
15,2014-10-27,7991.700195,7882.208373833332,8058.180795461538
16,2014-10-28,8027.600098000001,7896.808390166665,8058.180795461538
17,2014-10-29,8090.450195,7917.454223499998,8058.180795461538
18,2014-10-30,8169.200195,7934.841755999998,8058.180795461538
19,2014-10-31,8322.200195,7973.362589333331,8058.180795461538
20,2014-11-03,8324.150391,8010.020955249998,8058.180795461538
21,2014-11-05,8338.299805,8049.545938999999,8058.180795461538
22,2014-11-07,8337.0,8098.612589416665,8058.180795461538
23,2014-11-10,8344.25,8145.658406499999,8058.180795461538
24,2014-11-11,8362.650391,8185.929280583332,8058.180795461538
25,2014-11-12,8383.299805,8223.891764333332,8058.180795461538
26,2014-11-13,8357.849609,8254.054239916664,8058.180795461538
27,2014-11-14,8389.900391,8287.237589583332,8074.757737346154
28,2014-11-17,8430.75,8320.833414749999,8092.6788986923075
29,2014-11-18,8425.900391,8348.787597749999,8111.15392123077
30,2014-11-19,8382.299805,8366.545898583334,8131.534686730769
31,2014-11-20,8401.900391,8373.187581583334,8153.042386576923
32,2014-11-21,8477.349609,8385.954183083333,8172.919302115385
33,2014-11-24,8530.150391,8401.941731916666,8198.696232730768
34,2014-11-25,8463.099609,8412.450032666666,8220.95967923077
35,2014-11-26,8475.75,8423.408366,8244.488525384615
36,2014-11-27,8494.200195,8434.370849666666,8273.180833076924
37,2014-11-28,8588.25,8451.450032583332,8304.278902499998
38,2014-12-01,8555.900391,8467.954264416667,8330.298152076923
39,2014-12-02,8524.700195,8479.187581416665,8353.257774961538
40,2014-12-03,8537.650391,8488.095947333333,8374.094332230768
41,2014-12-04,8564.400391,8499.637614,8396.121262846153
42,2014-12-05,8538.299805,8512.637614,8415.76355926923
43,2014-12-08,8438.25,8515.666748083333,8429.140474846152
44,2014-12-09,8340.700195,8504.279296916666,8435.736628692306
45,2014-12-10,8355.650391,8489.73763025,8437.023174692305
46,2014-12-11,8292.900391,8475.554362083332,8435.821251615384
47,2014-12-12,8224.099609,8454.583496166666,8431.428936384615
48,2014-12-15,8219.599609,8431.700114,8426.913536730768
49,2014-12-16,8067.600098000001,8388.312622166666,8416.273155884614
50,2014-12-17,8029.799805,8344.470906666666,8403.471210269228
51,2014-12-18,8159.299805,8314.020874166667,8394.855825653844
52,2014-12-19,8225.200195,8287.983357833333,8389.753925115383
53,2014-12-22,8324.0,8267.949991916665,8387.219294692306
54,2014-12-23,8267.0,8245.341674833331,8380.921217769228
55,2014-12-24,8174.100098000001,8223.329182999998,8371.236591115383
56,2014-12-26,8200.700195,8211.662516333332,8364.251990730769
57,2014-12-29,8246.299805,8202.549967499997,8358.26735280769
58,2014-12-30,8248.25,8198.829101583331,8349.455829384613
59,2014-12-31,8282.700195,8203.712483749998,8339.938514153844
61,2015-01-02,8395.450195,8218.366699249998,8337.336613615384
62,2015-01-05,8378.400391,8244.266723666666,8333.592397884615
63,2015-01-06,8127.350098000001,8252.395914749997,8319.48277876923
64,2015-01-07,8102.100098000001,8247.629272499997,8300.784705615382
65,2015-01-08,8234.599609,8248.412556999998,8288.426983230767
66,2015-01-09,8284.5,8245.12089033333,8279.188514192305
67,2015-01-12,8323.0,8249.787556999998,8270.932729923075
68,2015-01-13,8299.400391,8260.229248083331,8260.740422230767
69,2015-01-14,8277.549805,8266.633382249998,8250.711576076921
70,2015-01-15,8494.150391,8287.287597749999,8252.861591115383
71,2015-01-16,8513.799805,8309.416748166665,8259.519268423073
72,2015-01-19,8550.700195,8331.750081499998,8267.021183961535
73,2015-01-20,8695.599609,8356.762532666666,8282.509615423074
74,2015-01-21,8729.5,8386.020833416665,8301.948091999997
75,2015-01-22,8761.400391,8438.858357833333,8322.786583615381
76,2015-01-23,8835.599609,8499.983317083332,8352.32502634615
77,2015-01-27,8910.5,8556.308349666666,8386.198110769228
78,2015-01-28,8914.299805,8608.79166675,8415.236572307691
79,2015-01-29,8952.349609,8661.2374675,8443.203857461536
80,2015-01-30,8808.900391,8703.695800833333,8461.853872499998
81,2015-02-02,8797.400391,8747.016683,8482.25388753846
82,2015-02-03,8756.549805,8768.883300833333,8504.65579934615
83,2015-02-04,8723.700195,8786.374999999998,8524.771183961535
84,2015-02-05,8711.700195,8799.791666666666,8542.671198961536
85,2015-02-06,8661.049805,8796.912516333332,8558.548114538458
86,2015-02-09,8526.349609,8779.983317083332,8567.919245846151
87,2015-02-10,8565.549805,8763.662434916665,8574.461538538457
88,2015-02-11,8627.400391,8746.312500083333,8584.03846161538
89,2015-02-12,8711.549805,8729.733317166667,8606.507681115381
90,2015-02-13,8805.5,8720.66666675,8633.561523499997
91,2015-02-16,8809.349609,8708.750000083333,8655.667292730765
92,2015-02-18,8869.099609,8713.766601583333,8678.15189307692
93,2015-02-19,8895.299805,8721.924886083332,8700.163424038457
94,2015-02-20,8833.599609,8728.345703083332,8720.709547807688
95,2015-02-23,8754.950195,8730.949869749998,8739.071101269226
96,2015-02-24,8762.099609,8735.149820916666,8749.376840423072
97,2015-02-25,8767.25,8743.999837166664,8759.12492484615
98,2015-02-26,8683.849609,8757.124837166664,8764.246056153843
99,2015-02-27,8844.599609,8780.378987499998,8769.97682538461
101,2015-03-02,8956.75,8807.824788249998,8778.717209999995
102,2015-03-03,8996.25,8831.549804499997,8787.749887269227
103,2015-03-04,8922.650391,8841.312337083331,8791.097994269227
104,2015-03-05,8937.75,8852.012369666665,8792.146071192303
105,2015-03-09,8756.75,8842.649902249997,8786.086463307689
106,2015-03-10,8712.049805,8827.379068916665,8776.844163153843
107,2015-03-11,8699.950195,8816.241617749998,8772.653770999996
108,2015-03-12,8776.0,8817.995768166666,8771.830679038458
109,2015-03-13,8647.75,8808.466634083332,8767.646071153842
110,2015-03-16,8633.150391,8797.291666666666,8764.163386384611
111,2015-03-17,8723.299805,8800.579183,8764.609525230764
112,2015-03-18,8685.900391,8787.354248166666,8765.565316999997
113,2015-03-19,8634.650391,8760.512614083333,8769.730731692303
114,2015-03-20,8570.900391,8725.066813333333,8769.936523461536
115,2015-03-23,8550.900391,8694.087646666667,8766.994215769228
116,2015-03-24,8542.950195,8661.187662916667,8760.509615384613
117,2015-03-25,8530.799805,8642.35848,8749.944223269227
118,2015-03-26,8342.150391,8611.533528833334,8731.97502257692
119,2015-03-27,8341.400391,8581.654378500001,8711.67889880769
120,2015-03-30,8492.299805,8558.012695583335,8696.17889880769
121,2015-03-31,8491.0,8544.950195583335,8683.00199076923
122,2015-04-01,8586.25,8541.041829666667,8676.513521730767
123,2015-04-06,8659.900391,8535.758545166667,8672.582782576921
124,2015-04-07,8660.299805,8533.625163,8668.469313538459
125,2015-04-08,8714.400391,8540.270996333335,8669.644343615382
126,2015-04-09,8778.299805,8557.554280833334,8667.094351153843
127,2015-04-10,8780.349609,8576.675049,8660.309720730766
128,2015-04-13,8834.0,8600.929199416667,8654.06933611538
130,2015-04-16,8706.700195,8615.58756525,8645.763559346151
131,2015-04-17,8606.0,8637.575032666666,8633.003943961536
132,2015-04-20,8448.099609,8646.466634166665,8621.13277507692
133,2015-04-21,8377.75,8636.920817083332,8608.275090269228
134,2015-04-22,8429.700195,8631.812499999998,8597.880859499997
135,2015-04-23,8398.299805,8616.14998375,8583.353928923074
136,2015-04-24,8305.25,8586.5957845,8570.180851999998
137,2015-04-27,8213.799805,8549.387451166665,8554.051983307689
138,2015-04-28,8285.599609,8513.654052666665,8537.217360384613
139,2015-04-29,8239.75,8468.774902249997,8520.057729961536
140,2015-04-30,8181.5,8418.870768166666,8502.628868769227
141,2015-05-04,8331.950195,8377.033284416664,8493.438476615382
142,2015-05-05,8324.799805,8345.208251916665,8484.742300230766
143,2015-05-06,8097.0,8302.79158525,8467.590369653843
144,2015-05-07,8057.299805,8270.224934916665,8449.378831192304
145,2015-05-08,8191.5,8254.704101583333,8443.584585384611
146,2015-05-11,8325.25,8245.999918666666,8442.963416499995
147,2015-05-12,8126.950195,8223.387451166665,8428.911508423074
148,2015-05-13,8235.450195,8217.570800749998,8419.082669769228
149,2015-05-14,8224.200195,8218.437499916665,8405.157677269228
150,2015-05-15,8262.349609,8216.499999916665,8389.867262576921
151,2015-05-18,8373.650391,8227.658365833331,8378.842285115383
152,2015-05-19,8365.650391,8243.00423175,8365.428823576922
153,2015-05-20,8423.25,8250.612548833333,8351.773061846152
154,2015-05-21,8421.0,8258.62923175,8337.95192303846
155,2015-05-22,8458.950195,8288.791747999998,8323.52693053846
156,2015-05-25,8370.25,8314.870930916664,8310.586538423075
157,2015-05-26,8339.349609,8327.191731666664,8300.330754153845
158,2015-05-27,8334.599609,8327.970865749998,8295.96536953846
159,2015-05-28,8319.0,8343.975016166665,8293.705754153845
160,2015-05-29,8433.650391,8360.491699166665,8293.85768476923
161,2015-06-01,8433.400391,8377.925048833333,8295.20770730769
162,2015-06-02,8236.450195,8375.766764333332,8292.561560961538
163,2015-06-03,8135.100098000001,8355.887573249998,8289.534649153846
164,2015-06-04,8130.649901999999,8336.304199166665,8283.575045038462
165,2015-06-05,8114.700195,8310.591715416665,8278.765437153847
166,2015-06-08,8044.149901999999,8279.187540583333,8273.482741076923
167,2015-06-09,8022.399901999999,8242.8083495,8261.576960576924
168,2015-06-10,8124.450195,8222.325032416666,8253.871206346155
169,2015-06-11,7965.350098000001,8191.158406499999,8248.807748576924
170,2015-06-12,7982.899901999999,8161.850097583333,8245.946213846155
171,2015-06-15,8013.899901999999,8136.425089416666,8239.115440846155
172,2015-06-16,8047.299805,8104.2292072499995,8228.42504873077
173,2015-06-17,8091.549805,8075.741658416667,8227.06349526923
174,2015-06-18,8174.600098000001,8070.587483666666,8224.723106923077
175,2015-06-19,8224.950195,8078.07499175,8224.751953076922
176,2015-06-22,8353.099609,8096.6124673333325,8228.242337692307
177,2015-06-23,8381.549805,8118.849934833333,8228.546161307691
178,2015-06-24,8360.849609,8145.241577083332,8228.361515846153
179,2015-06-25,8398.0,8176.541585249998,8227.390361999998
180,2015-06-26,8381.099609,8197.929036416665,8225.855731576921
181,2015-06-29,8318.400391,8227.349894166666,8220.449969884614
182,2015-06-30,8368.5,8259.483235666665,8220.382662192305
183,2015-07-01,8453.049805,8296.079060916665,8224.755746653844
184,2015-07-02,8444.900391,8329.212443083332,8228.998084423076
185,2015-07-03,8484.900391,8361.991658583333,8235.378868692305
186,2015-07-06,8522.150391,8390.954183,8238.782714846153
187,2015-07-07,8510.799805,8414.774983833333,8241.759615384613
188,2015-07-08,8363.049805,8415.604166833333,8246.628831153843
189,2015-07-09,8328.549805,8411.187500166667,8254.069204499996
190,2015-07-10,8360.549805,8411.1625165,8262.911508461535
191,2015-07-13,8459.650391,8416.300049083335,8276.178823692304
192,2015-07-14,8454.099609,8422.383382416667,8291.946120115379
193,2015-07-15,8523.799805,8439.50000025,8311.230731769225
194,2015-07-16,8608.049805,8459.462484000001,8329.830716769224
195,2015-07-17,8609.849609,8472.529134333334,8354.619159499995
196,2015-07-20,8603.450195,8485.741618,8378.486478461533
197,2015-07-21,8529.450195,8489.454101666666,8398.31533588461
198,2015-07-22,8633.5,8498.73323575,8420.861497230764
199,2015-07-23,8589.799805,8505.316569083332,8440.024958769225
200,2015-07-24,8521.549805,8518.524902416666,8453.369178269226
201,2015-07-27,8361.0,8521.229085333332,8458.601863076918
202,2015-07-28,8337.0,8519.266601583333,8457.982647346147
203,2015-07-29,8375.049805,8512.216552749998,8457.732647346147
204,2015-07-30,8421.799805,8509.524902416666,8460.07688565384
205,2015-07-31,8532.849609,8510.279052749998,8465.263409076917
206,2015-08-03,8543.049805,8504.862386083332,8471.492262769225
207,2015-08-04,8516.900391,8497.116617916667,8479.12687815384
208,2015-08-05,8567.950195,8494.158284583333,8486.798039499994
209,2015-08-06,8588.650391,8499.09163425,8492.01344665384
210,2015-08-07,8564.599609,8493.349935,8496.617262730764
211,2015-08-10,8525.599609,8487.999918666666,8498.182617269225
212,2015-08-11,8462.349609,8483.066568999999,8495.882587192302
213,2015-08-12,8349.450195,8482.10408525,8489.676832961533
214,2015-08-13,8355.849609,8483.674885999999,8489.39990234615
215,2015-08-14,8518.549805,8495.633219333331,8496.70759465384
216,2015-08-17,8477.299805,8500.258219333331,8501.197979269225
217,2015-08-18,8466.549805,8494.733235666665,8501.463341346149
218,2015-08-19,8495.150391,8490.741617833331,8503.042217576918
219,2015-08-20,8372.75,8478.72908525,8497.232609692303
220,2015-08-21,8299.950195,8456.395751916665,8485.382624692304
221,2015-08-24,7809.0,8391.424885999999,8454.580716653842
222,2015-08-25,7880.700195,8334.433268166666,8426.782639730765
223,2015-08-26,7791.850098000001,8273.28747558333,8398.413405230765
224,2015-08-27,7948.950195,8230.504191083332,8372.08456657692
225,2015-08-28,8001.950195,8201.545857749998,8349.474966192305
226,2015-08-31,7971.299805,8169.500040749998,8328.311504653842
227,2015-09-01,7785.850098000001,8108.441731833332,8306.19035457692
228,2015-09-02,7717.0,8045.083414749998,8282.344200730766
229,2015-09-03,7823.0,7991.454264333331,8261.111515923074
230,2015-09-04,7655.049805,7921.445882166664,8231.62113130769
231,2015-09-07,7558.799805,7853.6166992499975,8194.157677307689
232,2015-09-08,7688.25,7802.641682999998,8161.280761730766
233,2015-09-09,7818.600098000001,7803.441691166664,8134.423058153843
234,2015-09-10,7788.100098000001,7795.725016416664,8104.428823653842
235,2015-09-11,7789.299805,7795.512491999998,8073.6845703461495
236,2015-09-14,7872.25,7789.120809083332,8047.0557392307655
237,2015-09-15,7829.100098000001,7774.716634333331,8020.267296499996
238,2015-09-16,7899.149901999999,7768.704142416665,7998.605769307688
239,2015-09-18,7981.899901999999,7785.041626083333,7984.4692195769185
240,2015-09-21,7977.100098000001,7806.716634249999,7969.901930692304
241,2015-09-22,7812.0,7805.799967583332,7942.726938192304
242,2015-09-23,7845.950195,7821.708333416665,7918.444260884613
243,2015-09-24,7868.5,7847.516682999998,7895.44234530769
244,2015-09-28,7795.700195,7856.4708659166645,7868.540414692306
245,2015-09-29,7843.299805,7858.529174833332,7848.176945653844
246,2015-09-30,7948.899901999999,7871.929158499999,7834.67501130769
247,2015-10-01,7950.899901999999,7885.39583325,7840.132699846151
248,2015-10-05,8119.299805,7905.983316999999,7849.309607923074
249,2015-10-06,8152.899901999999,7932.966634,7863.1961388461505
250,2015-10-07,8177.399901999999,7956.154134,7871.982666038458
251,2015-10-08,8129.350098000001,7968.441650333333,7876.882662307688
252,2015-10-09,8189.700195,7986.158325083333,7885.2826773076895
253,2015-10-12,8143.600098000001,8013.791666583333,7899.042292692305
254,2015-10-13,8131.700195,8037.604166583333,7914.992300192305
255,2015-10-14,8107.899901999999,8057.554158416667,7925.949988730767
256,2015-10-15,8179.5,8089.5374755,7946.121150076921
257,2015-10-16,8238.150391,8122.441691,7972.250018769229
258,2015-10-19,8275.049805,8149.620849583333,7994.819242038459
259,2015-10-20,8261.650391,8175.516723666667,8011.859637923075
260,2015-10-21,8251.700195,8186.5500895,8029.690410884615
261,2015-10-23,8295.450195,8198.429280583332,8049.157733576923
262,2015-10-26,8260.549805,8205.358439166665,8064.092341461538
263,2015-10-27,8232.900391,8213.98763025,8079.623121961538
264,2015-10-28,8171.200195,8212.445963583332,8090.086594769231
265,2015-10-29,8111.75,8209.791788749999,8095.0808293076925
266,2015-10-30,8065.799805,8204.300089583334,8098.4923565
267,2015-11-02,8050.799805,8199.541748166666,8107.676964384615
268,2015-11-03,8060.700195,8189.641764416666,8115.93657976923
269,2015-11-04,8040.200195,8173.145914749999,8122.540433423076
270,2015-11-05,7955.450195,8146.512613916665,8128.6846641923075
271,2015-11-06,7954.299805,8120.900065083332,8132.953894961538
272,2015-11-09,7915.200195,8092.858398416665,8131.657752384615
273,2015-11-10,7783.350098000001,8050.183390333332,8125.213529153845
274,2015-11-13,7762.25,8008.658406583331,8111.480844346153
275,2015-11-16,7806.600098000001,7973.133382166664,8098.161621115384
276,2015-11-17,7837.549805,7945.329182999998,8085.09046353846
277,2015-11-18,7731.799805,7913.6666667499985,8069.800067653845
278,2015-11-19,7842.75,7895.079182999998,8056.455829384614
279,2015-11-20,7856.549805,7878.891682999998,8045.415433499998
280,2015-11-23,7849.25,7861.270833416665,8034.551964461536
281,2015-11-24,7831.600098000001,7843.887491999998,8023.925048923074
282,2015-11-26,7883.799805,7837.916626166665,8012.551964499997
283,2015-11-27,7942.700195,7836.949991999998,8001.188495423074
284,2015-11-30,7935.25,7838.620809083332,7988.119272153844
285,2015-12-01,7954.899901999999,7852.916626083333,7976.321176423075
286,2015-12-02,7931.350098000001,7867.008300916666,7964.000018846151
287,2015-12-03,7864.149901999999,7871.804117916666,7947.411546038458
288,2015-12-04,7781.899901999999,7867.166625999999,7929.0019343846125
289,2015-12-07,7765.399901999999,7869.966634083333,7911.021146346151
290,2015-12-08,7701.700195,7858.212483666666,7892.963454038459
291,2015-12-09,7612.5,7837.874999916666,7873.761530961536
292,2015-12-10,7683.299805,7824.045816999999,7859.049992499998
293,2015-12-11,7610.450195,7805.616658416667,7842.11346903846
294,2015-12-14,7650.049805,7786.13749175,7826.319223269228
295,2015-12-15,7700.899901999999,7765.987467333333,7813.269211999997
296,2015-12-16,7750.899901999999,7750.624959166667,7805.401893038458
297,2015-12-17,7844.350098000001,7741.4124755,7801.173058153843
298,2015-12-18,7761.950195,7727.295816916667,7795.278827384613
299,2015-12-21,7834.450195,7724.820841333333,7797.244215730767
300,2015-12-22,7786.100098000001,7725.170857666665,7798.161527192306
301,2015-12-23,7865.950195,7733.5500487499985,7800.444223230767
302,2015-12-24,7861.049805,7746.829182916666,7801.348069384613
303,2015-12-28,7925.149901999999,7772.883341416666,7808.784611576922
304,2015-12-29,7928.950195,7793.354207249999,7812.100003692307
305,2015-12-30,7896.25,7817.170857666665,7813.62693426923
306,2015-12-31,7946.350098000001,7841.8625487499985,7817.361553423077
308,2016-01-04,7791.299805,7849.395873999998,7815.811542153845
309,2016-01-05,7784.649901999999,7852.208373999998,7811.9980843461535
310,2016-01-06,7741.0,7843.595865833332,7804.240384538461
311,2016-01-07,7568.299805,7827.458333333332,7790.126915499999
312,2016-01-08,7601.350098000001,7808.033325249999,7776.528846115383
313,2016-01-11,7563.850098000001,7789.512491916666,7762.394230730768
314,2016-01-12,7510.299805,7759.874959416666,7748.784611615382
315,2016-01-13,7562.399901999999,7734.987467499999,7740.342303923075
316,2016-01-14,7536.799805,7702.624959416666,7731.549992499998
317,2016-01-15,7437.799805,7661.69576025,7721.399977499997
318,2016-01-18,7351.0,7616.25826025,7711.342285192304
319,2016-01-19,7435.100098000001,7573.654093583333,7701.7961426153815
320,2016-01-20,7309.299805,7533.487426916666,7690.213435307688
321,2016-01-21,7276.799805,7491.166585499999,7675.857666076919
322,2016-01-22,7422.450195,7464.620768416666,7665.148061961534
323,2016-01-25,7436.149901999999,7453.608276499999,7653.042292730765
324,2016-01-27,7437.75,7439.974934999999,7637.403827423073
325,2016-01-28,7424.649901999999,7428.374918666667,7624.4307392307655
326,2016-01-29,7563.549805,7432.812418666667,7614.011493461533
327,2016-02-01,7555.950195,7432.274943083333,7605.159574115381
328,2016-02-02,7455.549805,7425.50410975,7589.374943730764
